Ad group name,Ad group,Ad ID,Ad name,Campaign ID,Campaign name,Date,Earned impressions,Earned link clicks,Earned saves,Impressions,Link clicks,Paid impressions,Paid link clicks,Paid saves,Paid video played at 100%,Paid video played at 25%,Paid video played at 75%,Paid video played at 95%,Spend in account currency
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215747274,Consideration (formerly traffic) | Sausage + Egg Burrito,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/07/2021,3,0,0,3031,22,3028,22,0,0,0,0,0,36.81
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215747274,Consideration (formerly traffic) | Sausage + Egg Burrito,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/08/2021,4,0,0,4471,17,4467,17,1,0,0,0,0,29.39
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215747274,Consideration (formerly traffic) | Sausage + Egg Burrito,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/09/2021,5,0,0,3925,18,3920,18,1,0,0,0,0,32.72
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215747274,Consideration (formerly traffic) | Sausage + Egg Burrito,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/10/2021,52,0,0,5412,19,5360,19,1,0,0,0,0,34.16
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215747274,Consideration (formerly traffic) | Sausage + Egg Burrito,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/11/2021,125,0,0,3508,11,3383,11,3,0,0,0,0,16.44
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215747274,Consideration (formerly traffic) | Sausage + Egg Burrito,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/12/2021,6,0,0,2944,15,2938,15,3,0,0,0,0,25.5
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215747274,Consideration (formerly traffic) | Sausage + Egg Burrito,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/13/2021,11,0,0,3822,18,3811,18,1,0,0,0,0,34.7
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215747274,Consideration (formerly traffic) | Sausage + Egg Burrito,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/14/2021,17,3,0,3021,20,3004,17,0,0,0,0,0,29.08
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215747274,Consideration (formerly traffic) | Sausage + Egg Burrito,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/15/2021,10,0,0,4184,27,4174,27,2,0,0,0,0,49.04
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215747274,Consideration (formerly traffic) | Sausage + Egg Burrito,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/16/2021,4,0,0,5640,20,5636,20,0,0,0,0,0,34.18
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215747274,Consideration (formerly traffic) | Sausage + Egg Burrito,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/17/2021,10,0,0,4463,15,4453,15,1,0,0,0,0,25.29
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837598,Consideration (formerly traffic) | Burrito de salchicha y huevo,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/04/2021,0,0,0,1894,11,1894,11,1,0,0,0,0,15.66
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837598,Consideration (formerly traffic) | Burrito de salchicha y huevo,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/05/2021,0,0,0,2821,12,2821,12,0,0,0,0,0,21.27
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837598,Consideration (formerly traffic) | Burrito de salchicha y huevo,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/06/2021,0,0,0,1888,12,1888,12,0,0,0,0,0,22.07
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837598,Consideration (formerly traffic) | Burrito de salchicha y huevo,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/07/2021,0,0,0,1688,9,1688,9,0,0,0,0,0,15.76
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837598,Consideration (formerly traffic) | Burrito de salchicha y huevo,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/08/2021,1,0,0,1796,3,1795,3,3,0,0,0,0,5.71
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837598,Consideration (formerly traffic) | Burrito de salchicha y huevo,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/09/2021,0,0,0,1620,5,1620,5,0,0,0,0,0,9.33
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837598,Consideration (formerly traffic) | Burrito de salchicha y huevo,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/10/2021,0,0,0,3165,10,3165,10,0,0,0,0,0,17.43
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837598,Consideration (formerly traffic) | Burrito de salchicha y huevo,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/11/2021,0,0,0,1506,7,1506,7,0,0,0,0,0,11.59
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837598,Consideration (formerly traffic) | Burrito de salchicha y huevo,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/12/2021,4,0,0,1517,5,1513,5,0,0,0,0,0,9.45
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837598,Consideration (formerly traffic) | Burrito de salchicha y huevo,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/13/2021,1,0,0,1698,2,1697,2,0,0,0,0,0,4.07
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837598,Consideration (formerly traffic) | Burrito de salchicha y huevo,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/14/2021,0,0,0,808,4,808,4,0,0,0,0,0,6.68
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837598,Consideration (formerly traffic) | Burrito de salchicha y huevo,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/15/2021,4,0,0,965,8,961,8,0,0,0,0,0,14.16
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837598,Consideration (formerly traffic) | Burrito de salchicha y huevo,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/16/2021,1,0,0,1104,5,1103,5,0,0,0,0,0,8.93
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837598,Consideration (formerly traffic) | Burrito de salchicha y huevo,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/17/2021,2,0,0,1268,7,1266,7,0,0,0,0,0,13.56
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837599,Consideration (formerly traffic) | Perros calientes a la Cobb,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/04/2021,0,0,0,3619,17,3619,17,0,0,0,0,0,23.97
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837599,Consideration (formerly traffic) | Perros calientes a la Cobb,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/05/2021,0,0,0,3622,13,3622,13,0,0,0,0,0,22.1
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837599,Consideration (formerly traffic) | Perros calientes a la Cobb,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/06/2021,1,0,0,2352,9,2351,9,0,0,0,0,0,16.53
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837599,Consideration (formerly traffic) | Perros calientes a la Cobb,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/07/2021,0,0,0,1776,6,1776,6,0,0,0,0,0,11.02
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837599,Consideration (formerly traffic) | Perros calientes a la Cobb,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/08/2021,0,0,0,1760,8,1760,8,0,0,0,0,0,14.05
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837599,Consideration (formerly traffic) | Perros calientes a la Cobb,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/09/2021,1,0,0,1661,1,1660,1,0,0,0,0,0,1.68
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837599,Consideration (formerly traffic) | Perros calientes a la Cobb,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/10/2021,0,0,0,3633,14,3633,14,0,0,0,0,0,25.75
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837599,Consideration (formerly traffic) | Perros calientes a la Cobb,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/11/2021,2,0,0,2892,16,2890,16,0,0,0,0,0,28.52
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837599,Consideration (formerly traffic) | Perros calientes a la Cobb,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/12/2021,2,0,0,3320,12,3318,12,0,0,0,0,0,21.78
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837599,Consideration (formerly traffic) | Perros calientes a la Cobb,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/13/2021,2,0,0,2529,8,2527,8,0,0,0,0,0,13.27
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837599,Consideration (formerly traffic) | Perros calientes a la Cobb,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/14/2021,1,0,0,1051,1,1050,1,0,0,0,0,0,1.45
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837599,Consideration (formerly traffic) | Perros calientes a la Cobb,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/15/2021,1,0,0,970,3,969,3,0,0,0,0,0,5.54
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837599,Consideration (formerly traffic) | Perros calientes a la Cobb,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/16/2021,1,0,0,1353,10,1352,10,0,0,0,0,0,17.01
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837599,Consideration (formerly traffic) | Perros calientes a la Cobb,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/17/2021,3,0,0,1291,8,1288,8,0,0,0,0,0,15.83
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837600,Consideration (formerly traffic) | Vieiras dulces y picantes envu,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/04/2021,6,0,0,3961,20,3955,20,1,0,0,0,0,28.99
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837600,Consideration (formerly traffic) | Vieiras dulces y picantes envu,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/05/2021,5,0,0,4275,23,4270,23,1,0,0,0,0,37.03
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837600,Consideration (formerly traffic) | Vieiras dulces y picantes envu,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/06/2021,15,0,0,6162,33,6147,33,1,0,0,0,0,59.54
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837600,Consideration (formerly traffic) | Vieiras dulces y picantes envu,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/07/2021,3,0,0,5024,38,5021,38,0,0,0,0,0,69.97
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837600,Consideration (formerly traffic) | Vieiras dulces y picantes envu,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/08/2021,2,0,0,8055,53,8053,53,2,0,0,0,0,94.18
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837600,Consideration (formerly traffic) | Vieiras dulces y picantes envu,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/09/2021,12,0,0,5994,35,5982,35,2,0,0,0,0,61.59
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837600,Consideration (formerly traffic) | Vieiras dulces y picantes envu,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/10/2021,0,0,0,6711,33,6711,33,1,0,0,0,0,58.54
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837600,Consideration (formerly traffic) | Vieiras dulces y picantes envu,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/11/2021,2,0,0,5676,29,5674,29,3,0,0,0,0,47.94
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837600,Consideration (formerly traffic) | Vieiras dulces y picantes envu,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/12/2021,1,0,0,5935,30,5934,30,0,0,0,0,0,50.17
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837600,Consideration (formerly traffic) | Vieiras dulces y picantes envu,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/13/2021,3,0,0,8233,49,8230,49,1,0,0,0,0,87.03
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837600,Consideration (formerly traffic) | Vieiras dulces y picantes envu,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/14/2021,2,0,0,5694,55,5692,55,0,0,0,0,0,93.76
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837600,Consideration (formerly traffic) | Vieiras dulces y picantes envu,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/15/2021,2,0,0,6513,37,6511,37,0,0,0,0,0,66.23
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837600,Consideration (formerly traffic) | Vieiras dulces y picantes envu,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/16/2021,5,0,0,6211,36,6206,36,1,0,0,0,0,62.55
5.1.21_6.30.21_FarmerJohn_Traffic_Both_25-54_Feeds,AG2680068320036,PP687215837600,Consideration (formerly traffic) | Vieiras dulces y picantes envu,C626743890980,Farmer John_AlwaysOn_Traffic_Farmer John_May_5.1.21_6.30.21,05/17/2021,0,0,0,5644,43,5644,43,1,0,0,0,0,76.69
